微博正文,发布位置,话题,转发数,评论数,点赞数,发布时间,省,市
#娄底联通发布##支持新疆棉力挺中国造#【鼎力支持新疆棉花，保驾护航智能制造】连日来，雅戈尔、博洋家纺、太平鸟、杉杉服饰等浙江纺织服装企业纷纷公开发声力挺新疆棉。作为服装纺织行业重要的数字化服务提供商，中国联通多年来聚焦产品设计、生产制造、物流仓储、运维服务等一系列重点工业环节，落地了一批典型5G+工业互联网应用场景，全面助力服装纺织行业数字化转型。新疆长绒棉是世界上最好的棉花之一，中国联通将持续支持用最好的棉花“智造”出最好的衣料，助力民族品牌绽放璀璨光芒！#沃联天下遇见未来#via：中国联通,,"娄底联通发布,支持新疆棉力挺中国造,沃联天下遇见未来",15,9,9,2021-03-27 09:28:00,,
USA客户订一批单价很低的短袖居然让我确认，不能使用新疆棉❓我们长绒棉是你这廉价T配拥有的吗❓出门左拐，慢走不送,,,0,7,1,2021-04-02 10:47:00,,
经济萧条+美元狂印+市场淡季+新疆棉事件+拒不道歉+爱国情怀现在的底绝对是最底了唉挺住吧,,,0,2,1,2021-04-02 10:44:00,,
#新疆棉中国心#在新疆，我们种自己的棉花挣自己的钱，是为了美好的生活而劳动！,,新疆棉 中国心,0,0,2,2021-04-02 10:44:00,,
支持新疆棉！力挺中国造！,,,0,0,1,2021-04-02 10:43:00,,
【支持新疆棉国货有担当】采用100%优质新疆长绒棉思凯乐特别推出中国「新疆棉」主题文化衫让更多人体验到新疆棉的舒适柔软O新疆棉有多好？穿上才知道,,,0,1,0,2021-04-02 10:43:00,,
【分享一个知识点：#人民币是棉花做的#】你知道吗？棉花可以用来制作纸币，人民币的主要成分就来自棉花。据了解，我国2020/2021年度棉花产量约595万吨，其中，新疆棉产量520万吨，占国内产量比重约87%。网友：抵制新疆棉，就别来赚中国钱！,,人民币是棉花做的,1,0,1,2021-04-02 10:43:00,,
我才看到这组图小范这么快就把新疆棉穿身上了耶！,,,0,0,21,2021-04-02 10:42:00,,
【H&M总部回应中国“抵制潮”：避提新疆棉被批没诚意】3月31日，H&M集团官网发布一份声明，称公司正与“致力于恢复中国客户、同事和商业伙伴的信心”，但中国民众对这份声明未正面回应“拒用新疆棉”一事表示不满，批评其“态度扭捏”。同一天，H&M发布了2021年第一财季的财报，显示2020年12月至今年2月集团税前亏损约1.6亿美元。O网页链接#侨报新闻速递##hm碰瓷新疆棉花#,,"侨报新闻速递,hm碰瓷新疆棉花",0,2,2,2021-04-02 10:32:00,,
#常州新闻#【常州智造助力新疆棉花绿色机械化生产】“新疆棉事件”持续引发全国关注。在常州滨江经济开发区，部分农业机械生产企业加大研发力度，与高校院所、院士团队等开展联合攻关，以常州智造力量，提升新疆棉花机械化生产水平。O常州智造助力新疆棉花绿色机械化生产,,常州新闻,0,0,0,2021-04-02 10:32:00,,
2021年3月份大事件一、国内大事件：全国两会召开小事件：1、新冠疫情常态化防控——疫苗接种2、新修订的香港基本法附件一附件二全票通过3、我爱祖国、我爱新疆棉二、国际中美高层战略对话中俄外长桂林会晤,杭州·滨江樱花大道,,0,0,0,2021-04-02 10:30:00,,
#新疆棉中国心#今年新疆机采棉面积有望突破3000万亩O网页链接,,新疆棉 中国心,0,0,0,2021-04-02 10:29:00,,
灰指甲用罗美乐#我为什么支持新疆棉##罗美乐##灰指甲#,,"我为什么支持新疆棉,罗美乐,灰指甲",0,0,0,2021-04-01 11:42:00,,
#范丞丞特步品牌代言人##我支持新疆棉花#支持范丞丞支持新疆棉支持特步范丞丞,,"范丞丞特步品牌代言人,我支持新疆棉花",0,0,3,2021-04-01 11:42:00,,
【湖人！永远滴神】NBA21ssSMFKLA洛杉矶湖人队纪念款短袖21年春夏联名合作新款热度很高众多网红明星上身款230g新疆棉不褪色不起球上身舒适版型硬挺裁剪前做过预缩处理不管洗多少次都不会缩水1×1高弹螺纹不变形印花采用进口环保胶浆印花表面光滑色泽度饱满不开裂巨大oversize版型女神驾驭最小码即可穿出下半身消失那种感觉诚意之作原价800+为您省钱安排！尺码M-XLM衣长72胸围112肩宽55L衣长74胸围116肩宽56XL衣长76胸围120肩宽57,,,0,0,1,2021-04-01 11:41:00,,
《谢谢新疆棉，让我看清了“进口纺织品”的智商税》谢谢新疆棉，让我看清了“进口纺织品”的智商税O网页链接,,,0,0,0,2021-04-01 11:40:00,,
顺控大帝断板，碳中和退潮，多股摁跌停新疆棉还在发酵，美邦服饰龙头6连，泰坦股份3板助攻中伊合作换手龙北方国际4板医美概念太强，悦心健康反包板，多股创新高低位芯片、5G略反弹，炸板较多指数进入短线阻力位3476附近，量能不够，还有反复,,,1,0,6,2021-04-01 11:37:00,,
#我的外刊阅读#新疆棉花的来龙去脉。2020年3月12日BCI(良好棉花发展协会)对新疆棉花取消担保认证。说辞是考虑到目前复杂的国际环境(也就是新疆棉企存在“强迫劳动”问题。)BCI作为全球棉花产业最有影响力的组织，甚至可以说是棉花行业规则的制定者，一直高喊着劳工权利和环境保护的口号，却忽视对其成员产品选用棉花的质量把控。最让人恶心的大概就是BCI的双标问题:刻意忽略某些国家或地区的劳工问题，例如印度的童工问题。个人感想:垃圾机构没错了。,,我的外刊阅读,5,3,3,2021-04-01 11:36:00,,
新疆棉事件已经殃及到我了，我只想说我的衣服不含棉！（无法自证，但的确不含，因为含棉面料手感好的普遍很贵，用不起,,,0,6,3,2021-04-01 11:31:00,,
新疆棉亚克西！,,,0,0,0,2021-04-07 09:16:00,,
不能用新疆棉？@央视新闻,盐城·射阳县,,0,0,0,2021-04-07 09:13:00,,
"分享一个单词wield[wiːld]●英英：Toexercise(authorityorinfluence,forexample)effectively通常情况下可以同义替换handle●举个例子：针对H&M等诸多品牌抵制（boycott）新疆棉，这个时候作为消费者，我们可以wieldyourspendingpower行使你的消费权即，理性的不去选择这类品牌",,,0,0,0,2021-04-07 09:12:00,,
-大家知道外国人最抵制中国的什么吗？-新疆棉。#冒个泡#可能是年纪大了，怎么看他们怎么可爱，哪哪都可爱。,兰州,冒个泡,0,3,2,2021-04-07 09:11:00,浙江省,杭州市
起底新疆棉的幕后“汉奸”移居海外的许秀中，不过是颗棋子而已#我爱你中国#名嘴秀#主持人颜艺大赏##快手#@快手L敏说的快手视频,,"我爱你中国 ,主持人颜艺大赏 ,快手",0,0,0,2021-04-07 09:08:00,,
棉森洗脸巾一次性新疆棉5盒❹❹可用农场大尺寸的1(9HPfXXYJnRl)/,,,0,1,3,2021-04-07 09:07:00,,
新疆棉,,,0,0,0,2021-04-03 11:03:00,,
和孩子聊一聊新疆棉事件，培养孩子爱国精神O和孩子聊一聊新疆棉事件，培养孩子爱国精神,,,0,0,2,2021-04-03 11:03:00,黑龙江省,哈尔滨市
#麦凯乐大连总店踏春而行#3月26日—4月5日踏春而行惠见青心消费满额至高送600元礼券4张50元大连消费券等你抢朗姿|心选新疆棉，力挺中国造！地址：麦凯乐大连总店东馆三层朗姿（LANCYFROM25）女装,,麦凯乐大连总店踏春而行,0,0,1,2021-04-03 10:59:00,,
#湖人将允许球迷入场观战#看不见🙈你的孝我怎么睡得着～～第三个评论『国人只有网上最爱国』说得还是挺有道理，尤其比如之前NBA的事情，到现在一些国外运动品牌抵制新疆棉的事情；把李诞女友家那四个字觉着穿身上无比荣耀、很自豪还满满逼格。还有之前香港闹事的时候，还有内地人跑过去参与其中，就为了CIA发的＄，别说那只是1％的事情。先看看自己个儿多爱国,,湖人将允许球迷入场观战,0,0,2,2021-04-03 10:55:00,,
“幸运儿”那天讲到新疆的时候，还没发生“新疆棉事件，也就仅仅提了一下新疆的棉花，南疆，长绒棉，倒是重点讲了新疆的石油、天然气，既讲了“西气东输”的起点轮南，也讲了新油田塔中、塔北，还有沙漠中石油城库尔勒。当然对美食者来说它是“梨城”，而对旅行者而言它意味着著名的巴音郭楞大草原和我国最大的内陆淡水湖博斯腾湖，是牦牛和羊群，是天鹅、白鹭和芦苇荡。也提到了老石油城、新中国建国后开发的第一个大型油田克拉玛依，也提及了94年的那场著名的大火，那句著名的呼叫：“不要动，让领导们先走！”说实话，我是准备了马非的一首诗的，《幸运儿》，但那天碰巧有个老师听我的课，纠结之下，最后没读。不过也因此释然——既然这首诗没读，算是对纠结有所让步了，讲点“大火”的事儿也就不算过分了！诗是这样的：“我注意到24年前在克拉玛依大火中有三个幸运儿都是老师眼中的坏孩子其中两个男孩子没听“坐下来”的指挥溜走得以保命还有一个女孩当天没有按规定穿校服被老师打发回家逃过一劫”。诗虽没念，但留在此吧，没事儿自己看看，也是一种释然！再想想，或许也正是还有“纠结”，才使我现在还能安心自在地上课，自己也算是幸运儿了吧！,深圳,,0,0,3,2021-04-03 10:54:00,,
"⭕️Real/本人：中国:吳某某ThepersoninthephotoisChineseClothingdesignerMr.Wu.请尊重正主隐私勿扰Pleaserespecttheowner'sprivacyanddonotdisturb本人のプライバシーを尊重すること⬆️⬆️⬆️⬆️⬆️⬆️⬆️⬆️⚠️带你投资理财的就是骗子！⚠️Theonewhotakesyoutoinvestandmanagemoneyisaliar💔💔💔💔💔💔💔💔💔💔Onlinedatingネット交際網絡交友注意⚠️きをつけろ⚠️Becareful💔💔💔💔💔💔💔💔💔💔微信、soul,抖音、陌陌、探探、小红书、绿洲、Tinder、全民K歌、积目⋯⋯等交友社交平台～莫名而来的加好友～不是礼物🎁而是💩💩⚠️勿➕勿聊、绕道而行⚠️Don'ttalk,takeadetour#去看看世界有多美##牛年的第一个目标##我为什么支持新疆棉##开工后的你##新年开新颜##新年开新颜##去看看世界有多美##牛年的第一个目标##热爱生活的千万个理由##举报中心提醒##用一首歌和虾米说再见#",,"去看看世界有多美,牛年的第一个目标,我为什么支持新疆棉,开工后的你,新年开新颜,热爱生活的千万个理由,举报中心提醒,用一首歌和虾米说再见",0,0,0,2021-04-03 10:54:00,,
#HM官网涉问题地图被约谈#中国人不欢迎不尊重中国的人、企业、国家！国家地图，一点都不能错。从新疆棉到地图，从民众自发抵制到官方约谈，中国人的态度已经很明确了！#央视评HM伤疤未好又闯祸#L幽默大逗比的微博视频,,"HM官网涉问题地图被约谈,央视评HM伤疤未好又闯祸",0,0,2,2021-04-03 10:49:00,,
#新疆棉中国心#我们每个人都是新疆棉花的代言人O网页链接,,新疆棉 中国心,0,0,1,2021-04-03 10:48:00,,
#我支持新疆棉##每朵云都有自己的故事#随着天气逐渐转暖后，宝宝的肌肤问题也一定要着重注意啦~赶快让宝宝体验云朵般的呵护吧~L穆棉花cotton的微博视频,,"我支持新疆棉,每朵云都有自己的故事",0,0,1,2021-04-03 10:48:00,,
#新疆棉中国心#现在我们生活非常幸福，立即停止抹黑我们O网页链接,,新疆棉 中国心,0,0,1,2021-04-03 10:46:00,,
新疆棉“幕后推手”曝光，许秀中触国人底线#许秀中##快手#@快手L一起玩耍的快手视频,,"许秀中 ,快手",0,0,1,2021-04-03 10:45:00,,
从新疆棉事件中的耐克H&M，看嗜血大品牌的暴利之源。UP主:北冥乘海生#bilibili#O从新疆棉事件中的耐克H&M，看嗜血大品牌的暴利之源。,,bilibili,33,0,21,2021-04-03 10:44:00,,
#HM官网涉问题地图被约谈#中国人不欢迎不尊重中国的人、企业、国家！国家地图，一点都不能错。从新疆棉到地图，从民众自发抵制到官方约谈，中国人的态度已经很明确了！#央视评HM伤疤未好又闯祸#L你的脑洞比我大的微博视频,,"HM官网涉问题地图被约谈,央视评HM伤疤未好又闯祸",0,0,1,2021-04-03 10:43:00,,
『有些中国人比美国人更恨新疆棉？』O有些中国人比美国人更恨新疆棉？,,,1,0,0,2021-04-06 09:53:00,,
导语从2019年“莫雷辱华”事件后停止与NBA续约谈判，到2021年霸气宣布退出BCI组织，作为中国体育用品的第一品牌，安踏体育一直都像个“大哥”的样子。01安踏挑头与BCI决裂在H&M抵制“新疆棉”以后，一众晋江服装民企纷纷挺身而出，安踏体育再次挑头。晋江服装民企中，紧随安踏，恒安集团旗下的七度空间、七匹狼、利郎、柒牌、特步、中乔体育（原乔丹体育）、361度、九牧王、贵人鸟、鸿星尔克、大黄蜂、抱抱熊等纺织服装企业，表明了力挺“新疆棉”的清晰态度。我国有13000多家纺织服装、服饰业工业企业，福建所占份额居各省之首。晋江更是独占鳌头，是全国最集中的纺织服装企业上市公司诞生地，拥有胡润榜中最多的服装富豪。与H&M、阿迪达斯、耐克们的出格言论针锋相对，关键时刻挺身而出，晋江服装企业在这波力挺“新疆棉”运动中的表现，配得上领军民企的称谓。作为中国体育用品第一品牌，安踏更像个“大哥”的样子。在BCI组织（（BetterCottonInitiative的简称，即“瑞士良好棉花发展协会”）声称暂停在新疆发放BCI棉花许可证，并捏造所谓强迫劳动抹黑“新疆棉”后，安踏随之发布声明，宣布启动相关程序，退出BCI。安踏并表示，一直采购和使用中国棉产区出产的棉花，包括“新疆棉”，在未来也将继续采购和使用中国棉。从H&M被中国商家下架和消费者抵制风潮中，或许安踏早就能够猜到此举在西方抹黑势力中所产生的消极影响。对于一家正在走向国际化的公司而言，此举无异于自废武功。但安踏在“大义”和“利益”之间，表现得还是很像个“大哥”的样子。安踏目前的市值已经超过3000亿港元，是福建上市民企中名符其实的“老大”。02当年与NBA决裂的勇气其实，安踏一直做得很像是个“大哥”的样子。2019年，NBA休斯敦火箭队俱乐部总经理莫雷公开发表涉港不当言论，作为回应，中国篮球协会随之声明暂停与该俱乐部的交流合作事宜。安踏马上跟进宣布，停止与NBA的续约谈判。彼时的安踏刚要与NBA进行第二个周期的合作谈判。2014年，安踏以10倍溢价，从同为福建体育用品企业的匹克体育手中，夺得了“NBA中国市场合作伙伴”这个国际篮球赛事的顶级资源。此前，匹克体育与NBA已经合作有七年之久，凭着这个顶级篮球赛事资源的强大号召力，匹克在篮球细分市场做到了中国行业第一。安踏10倍于匹克的出价拿下“NBA中国市场合作伙伴”的背后，是在此两年之前，李宁体育如出一辙，以20倍的出价虎口拔牙，取代安踏成为“CBA装备赞助商”。两番竞逐，改变了中国体育用品品牌的市场格局。安踏巩固了中国体育用品第一品牌的地位，并慢慢走向了国际，进一步拉大了与第二阵营的距离；李宁在摇摇欲坠后由此获得了新生，现在稳居中国体育用品品牌老二的位置。至于匹克，失去“NBA中国市场合作伙伴”的资源后，江湖上已经日渐少了这个品牌的传说。可以想见，安踏当年停止与NBA续约谈判，得要有多大的决断勇气。,,,0,0,0,2021-04-06 09:52:00,,
#鄂挺新疆棉#【#在汉新疆小伙直播弹棉絮为家乡代言#】近日来，H＆M、耐克等国外服装品牌炮制“强迫劳动”的谎言，恶意抹黑中国形象，抵制新疆棉花，引发了国人对新疆棉花的关注，而在汉的新疆小伙张培文，则以自己的实际来支持新疆棉花。从湖北仙桃找来托运的新疆棉花，从荆州请来弹棉老艺人，再在武汉来一场直播带货，所有收益全部捐给在汉的新疆贫困学生，这是在汉创业的新疆小伙张培文和朋友们策划的一场别开生面的公益活动。（湖北经视记者：盛明刘萍）L经视直播官方微博的微博视频,武汉,"鄂挺新疆棉,在汉新疆小伙直播弹棉絮为家乡代言",10,13,86,2021-04-06 09:48:00,,
#我支持新疆棉花#丝柔顺滑、韧性十足的江南靓丽高铁小姐姐制服都是用的100%新疆棉面料。#国铁微闻#,,"我支持新疆棉花,国铁微闻",0,0,0,2021-04-06 09:46:00,,
#我的第一条微博#新疆棉YYDS你用新疆棉吗？,,我的第一条微博,0,3,2,2021-04-06 09:40:00,,
#新疆棉中国心#新疆棉花棒棒哒,,新疆棉 中国心,0,0,0,2021-04-06 09:38:00,,
【遭鞋贩热炒产品价格暴涨安踏拿什么撑起高价市场】随着新疆棉事件发酵，“炒鞋”风蔓延至国货，李宁、安踏等国内品牌价格飙升。在这个清明小长假，国产球鞋涨价、缺货的消息成为公众关注的重点。4月5日，北京商报记者发现一款安踏哆啦A梦联名鞋，发售价格是499元，经炒后价格变为4599元，涨了8倍之多。O遭鞋贩热炒产品价格暴涨安踏拿什么撑起高价市场,,,0,0,0,2021-04-06 09:36:00,,
【廣東“支持新疆萬人遊”啟動，每人補貼最高達1500元】“我支持新疆棉花”正響徹全國，各界奮起捍衛新疆棉，為新疆點贊。記者了解到，這幾天到市內旅行社諮詢新疆旅遊的客人也大幅上升，很多老廣表示不僅要支持新疆棉花，還要支持新疆旅遊。而近日，南湖國旅就攜手阿勒泰地區文旅局、喀納斯景區管委會、新疆西部假期，各大航空公司、酒店等補貼千萬，組織“支持新疆萬人遊”的活動，以旅遊業界的方式支持新疆。新疆遊諮詢比平日激增300%以上根據南湖國旅數據顯示，今年進入三月後，客人諮詢新疆遊的數目已大幅增加。自3月25日“我支持新疆棉花”響徹中國互聯網以來，相關新疆遊的諮詢更比平日激增300%以上。客人們的問題集中在“新疆景色什麼時候最美”、“五六月去新疆最適合去哪裡”、“最近新疆遊的價格”等。業內資深旅遊人士、南湖國旅總經理鄭年軍錶示：“最近旅行社新疆旅遊諮詢人數大幅攀升，是大家愛國情懷的體現，大家支持新疆棉花，也想支持當地旅遊業。新疆地域遼闊，不止盛產棉花，還盛產美景，新疆的春天百花盛開，也正是最佳的旅遊季節。作為旅遊公司，我們更應該拿出實際行動支持新疆，讓更多的人看到真實的新疆、大美的新疆。”為了更好地推薦新疆旅遊，3月30日起，南湖國旅就攜手阿勒泰地區文旅局、喀納斯景區管委會、新疆西部假期，各大航空公司、酒店組織“支持新疆萬人遊”的活動。“我們這次活動迅速得到各方響應，大家共同補貼，力度相當大，現時正值新疆旅遊旺季，旅遊線路價格不但不升價，反而補貼高達1500元/人。希望這次活動能擴大影響力，讓更多人去新疆旅遊，支持新疆。”南湖國旅總經理鄭年軍說。,香港,,0,5,4,2021-04-06 09:30:00,,
昨日逛街太累，今日就不锻炼了。昨天无春熙路买衣服，由于新疆棉，不希望买那些品牌了，逛了一圈，森马什么的国牌，质量和品牌宣传真不行。最后失望难道要去淘宝？最后走到美邦门口过，说看看现在这牌子怎么样了。没想到很多basic款式都很不错(价格也贵了一些)，他的男女无差别服装很不错，很大胆，衣服质量整体感觉和之前看的完全是两个等次。后面出门消费上千，国牌目前还是差距太多，干吧得啊,,,0,1,0,2021-04-06 09:28:00,,
✨类目好价！ozm新疆棉短袖男士t恤=【14.9】100%新疆长绒棉🌿有超多样式！M-4XL都有，纯棉的贴身穿透气又吸汗，夏天的百搭T恤可以多入几件?,,,0,15,12,2021-04-06 09:27:00,,
✨类目好价！ozm新疆棉短袖男士t恤=【14.9】100%新疆长绒棉🌿有超多样式！M-4XL都有，纯棉的贴身穿透气又吸汗，夏天的百搭T恤可以多入几件￼,,,0,2,2,2021-04-06 09:26:00,,
前两天看到一个女孩子穿熊猫好好看然后就很心动了再然后就出了新疆棉事件导致现在钱也不想存了买也不想买了不过真的挺好看,,,0,0,0,2021-04-06 09:23:00,四川省,成都市
【早盘策略】大盘：突破短期箱体、反弹依旧（大国崛起、牛市中继、蓄力反弹策略不变）板块：#半导体#（全球大力支持芯片建设）、#5G商用#、消费升级（食品饮料与医药保健大健康）风险：已经大幅度上涨碳中和、新疆棉事件。机会：W底结论仍然是有效的，市场已经突破短期箱体上沿，反弹还在延续，箱体下沿布局宜早不宜迟，越向上面临安全边界越小，同时在牛市箱体大震荡时候考验就是耐心与毅力，把握好这个时代红利，分散投资组合。经济换挡增速（科技创新）、消费升级就是未来10-20年确定性机会。#早盘策略#股票股市个股,,"半导体,5G商用,早盘策略",0,1,0,2021-04-06 09:23:00,,
官骑好价💥【14.9】ozm新疆棉短袖男士t恤拍三件44更划蒜✨有纯色也有图案的！超多可选！M-4XL码数都有精选新疆棉舒适又百搭夏天少不了的！,,,0,2,0,2021-04-06 09:19:00,,
官骑好价💥【14.9】ozm新疆棉短袖男士t恤拍三件44更划蒜✨有纯色也有图案的！超多可选！M-4XL码数都有精选新疆棉舒适又百搭夏天少不了的！,,,0,2,0,2021-04-06 09:17:00,,
【棉花&棉纱】隔夜ICE美棉期价弱势震荡，美元指数走弱对棉价形成支撑。美棉播种已正式开始，21/22年度美棉种植进度为6%，高于五年均值。巴基斯坦轧花厂协会表示BCI抵制新疆棉毫无依据。国内棉花现货销售速度有所下降，近期棉纱期价大幅反弹走强，棉纱现货销售利润较高。操作建议：逢低买入郑棉9月合约。#期货##财经##棉花##棉花期货#,,"期货,财经,棉花,棉花期货",0,0,0,2021-04-06 09:13:00,,
max招网拍模特🏳️‍🌈𝙈𝘼𝙓-正规副业赚钱多多新疆棉在身中国情在心𝙢𝙖𝙭支持新疆棉支持国货振兴中华自强不息！守护底线拒绝恶意！为新疆棉代言坚决抵制一切谎言和谬论我们为国货助力[666]#max网拍##我支持新疆棉花#,,"max网拍,我支持新疆棉花",0,0,0,2021-04-06 09:13:00,,
#一张支持新疆棉的大长图#希望大家能看清楚那帮“坏人”的真正意图：想通过打压夺回棉花产业主导权从而减少种植规模和就业岗位反向造成南北疆的返贫然后扩大反动情绪想把新江变成中东，因此利于恐不主义和分列主义的滋生，进一步分化xj。用“一包洗衣粉”、垄断经济和意识形态来搞一个国家向来是那帮人的把戏！我只想说中国加油！,,一张支持新疆棉的大长图,173,82,3226,2021-03-25 20:28:00,,
黄子韬#黄子韬终止与lacoste合作##黄子韬主动出击捍卫国家尊严#在捍卫国家尊严面前，黄子韬永远立场坚定！在已得到品牌方“未发过对外声明禁用新疆棉”的回复的情况下，黄子韬团队依然多次要求品牌方在其“全球”“所有”社交平台正式公开声明，未果。基于此，黄子韬先生及团队即日起终止与该品牌一切合作！@YKYBtao-黄子韬,,"黄子韬终止与lacoste合作,黄子韬主动出击捍卫国家尊严",0,0,9,2021-03-25 20:28:00,,
【H&M抵制新疆棉花惹众怒，深挖背后还有阿迪耐克等国际大牌！】#深挖阿迪耐克等国际大牌#“一边造谣抵制新疆棉花，一边又想在中国赚钱？痴心妄想！”24日，瑞典服装品牌H&M发表在官网上的一份声明在微博上广泛传播，引发中国网友愤怒。这份名为“H&M集团关于新疆尽职调查的声明”称，H&M集团对来自民间社会组织的报告和媒体的报道“深表关注”，其中包括对新疆维吾尔自治区少数民族“强迫劳动”和“宗教歧视”的指控。声明表示，H&M不与位于新疆的任何服装制造工厂合作，也不从该地区采购产品/原材料。面对中国网友的怒火，H&M集团瑞典总部24日表示，“无法在电话中做出回应，将在查看邮件后回复”。而“H&M中国”微博账号24日晚发表声明称，H&M集团一贯秉持公开透明的原则管理我们的全球供应链，并不代表任何政治立场。《环球时报》记者注意到，上述引发众怒的声明发表于2020年10月。H&M在该声明中称，新疆是中国最大的棉花种植区，到目前为止，我们的供应商从该地区与“瑞士良好棉花发展协会（BCI）”相关的农场采购棉花。“由于在该地区进行可信的尽职调查变得越来越困难，BCI已决定暂停在新疆发放BCI棉花许可证。这意味着我们产品所需要的棉花将不再从那里获得。”从H&M的声明可以看出，H&M是基于BCI的判断以及一些所谓民间报告和媒体报道做出“停用新疆棉花”决定的。《环球时报》记者24日查阅资料后发现，BCI全名TheBetterCottonInitiative，是一个于2009年在瑞士成立的非政府组织。企查查App显示，BCI于2012年10月在上海成立代表处。BCI曾于2020年10月21日发表过一份英文声明，但这份声明网络链接目前已无法正常打开。记者通过网页快照看到，该声明宣称“中国新疆维吾尔自治区持续存在的强迫劳动和其他侵犯人权的指控，以及在农场层面上不断增加的强迫劳动风险，导致经营环境难以维持”，因此，BCI决定“立即停止在该地区的所有实地活动，包括能力建设、数据监测和报告”。声明还称，2020年3月，BCI暂停了在新疆维吾尔自治区的认证和保证活动，因此，没有新认证的“良好棉花”来自该地区。至于为何做出上述判断，BCI没有解释。值得注意的是，一个名叫BCI良好棉花，认证为“瑞士良好棉花发展协会上海代表处”的微信公众号今年3月1日发布名为“关于新疆问题的重要申明”的文章，与去年10月发布的英文声明完全相反的是，这份中文“申明”明确指出，BCI中国项目团队严格遵照BCI的审核原则，从2012年开始对新疆项目点所执行的历年第二方可信度审核和第三方验证，“从未发现一例有关强迫劳动的事件”。用不同语言发布的两套说辞，难免让人觉得BCI就是在糊弄人。事实上，近两年发表过与新疆棉花“切割”言论的外国企业还有不少。其中包括BCI成员巴宝莉、阿迪达斯、耐克、新百伦等。而H&M更是早在去年9月就曾声明终止与中国纺纱行业巨头华孚公司的“非直接业务往来”，理由是该厂涉嫌雇用新疆少数族裔“强迫劳动”。日本共同社今年2月报道称，优衣库、无印良品等12家日本公司拟与“已确认在中国新疆维吾尔自治区参与强迫劳动的中国公司”暂停交易。《环球时报》记者24日就此采访优衣库、无印良品以及松下公司，截至24日24时，尚未收到回复。记者注意到，优衣库官网目前已没有与新疆棉有关的产品售卖，但无印良品官网上仍有大量新疆棉产品在售。24日当天，“H&M抵制新疆产品”“H&M碰瓷新疆棉花”等话题在微博上持续发酵，网友纷纷表示，“希望这些扭曲事实又想挣中国人钱的公司好自为之”“新疆棉花不吃这一套”。此后，淘宝、京东、拼多多等电商平台下架H&M相关产品。小米、华为、vivo、腾讯等多款手机应用商店下架H&M商城App。曾与H&M有商务合作的艺人黄轩、宋茜先后发表声明表示与H&M已无合作关系。H&M中国24日晚在微博发表声明称，H&M集团一如既往地尊重中国消费者，我们致力于在中国的长期投入与发展，目前在中国与超过350家生产厂商合作，为中国及全球消费者提供符合可持续发展原则的服饰产品。但这份姗姗来迟的声明显然无法让网友买账，有网友表示：“给大家简单翻译一下就是：老子没做错。”有网友24日发现，中国知名运动鞋品牌安踏也是BCI成员之一。安踏方面24日晚发表声明称，注意到近日BCI发表的声明，并对此事严重关切，我们正在启动相关程序，退出该组织。声明还称，安踏一直采购和使用中国棉产区出产的棉花，包括新疆棉，在未来也将继续采购和使用中国棉。近两年，美西方政客针对中国涉疆议题的炒作一直没有停止。“强迫劳动”则成为美国和西方一些反华势力攻击中国新疆事务的常用借口。《环球时报》记者查询大量公开信息后发现，外国品牌对中国新疆的集中表态，基本上与2018年至2020年间以美国为首的西方反华势力对中国在新疆进行的去极端化和职业培训工作发起的一轮轮“抹黑”行动有关。例如，美国战略与国际研究中心（CSIS）以及澳大利亚战略政策研究所，就分别在2019年10月和2020年3月炮制了两份歪曲中国新疆政策的报告，并将重点对准使用包括棉花在内的新疆产品和劳动力的外国知名品牌的产业链。其中，澳大利亚战略政策研究所还罗列了一个所谓的使用新疆产品与劳动力的83家外国和中国服装企业的列表。针对反华势力的抹黑，中国外交部及新疆政府多次予以驳斥，强调所谓“强迫劳动”问题，完全是美西方一些机构和人员凭空捏造，严重违背事实。美西方以此作为借口，对有关中国企业采取限制措施，违反国际贸易规则，破坏全球产业链、供应链、价值链，是赤裸裸的霸凌行径，中方对此坚决反对。《环球时报》记者此前采访过多家被西方媒体和智库“点名”的企业，他们均表示来自新疆的员工是自愿且合法务工，并享有社会保障和其他福利，而疆内的跨地区就业和前往内地的转移就业已是新疆群众脱贫致富的重要渠道。（环球时报）,,深挖阿迪耐克等国际大牌,1,0,2,2021-03-25 20:28:00,,
"#黄子韬终止和Lacoste鳄鱼合作#多次明确要求品牌方就品牌从未禁用新疆棉相关事宜,在其全球所有社交平台进行正式的公开声明，但品牌方一直未作出明确表态。故黄子韬先生及黄子韬团队即日起终止与Lacoste品牌的一切合作，拒绝模棱两可的暧昧态度。太刚了，主动出击支持正能量艺人@YKYBtao-黄子韬",,黄子韬终止和Lacoste鳄鱼合作,0,0,2,2021-03-25 20:27:00,,
虽然每次出现这种外国品牌有侮辱中国的事情，明星会取消代言，面临高额赔偿，他们做法值得赞赏，毕竟国家是第一位的，但是每次总会有其他明星当接盘侠，怎么！忘得那么快吗？互联网是有记忆的，但人没有，总是有人记吃不记打，被人骂了侮辱了过段时间就过去了，外国人会怎么想，中国人是贱吗？人们眼里看的是品牌侮辱性语言，但其实和最近中美关系还有世界局势有关，国家尊严被践踏，我们作为中国人怎么抬得起头，侮辱中国任意一个地方或产业，都是侮辱每一个中国人！#我为什么支持新疆棉#,,我为什么支持新疆棉,0,0,2,2021-03-25 20:27:00,广东省,广州市
