微博正文,发布位置,话题,转发数,评论数,点赞数,发布时间,省,市
【对#hm再发声明#的几点看法】3月31日，H&M再次发表声明，表明自己在全球采购的立场，虽然#hm称中国是非常重要的市场#，对中国的长期承诺依然坚定，但是，通读全文，H&M没有对“新疆强迫劳动”的真相予以澄清，没有表明与BCI切割的立场，没有向中国人民道歉。网民概括其核心要义就是：我没有错，我要在中国赚钱。网民的评价概括起来就是：中国是H&M重要的市场，H&M是中国可有可无的品牌。当我第一次看到H&M的声明时，我以为他会道歉，但是结果让我感到非常的失望，他在不停的找借口为自己辩解，却丝毫没有道歉的意思。当我再次看见H&M的声明时，我以为他这次可能迫于中国强大的舆论压力道歉了，结果还是没有，还是高高在上讲什么公平正义，讲什么全球价值，却不肯向中国人民道歉。这样的品牌，这样的企业，我们还有什么理由去支持他？抵制H&M，让H&M从中国滚蛋不可能有政府的要求，毕竟中国改革开放的大门是敞开的。但是，爱国是一种自发的行为，抵制H&M，让他滚出中国，我们只需要不购买他的产品就行了。没有暴力活动，就没有人能够干涉，因为买与不买是你的自由。现阶段，能够让高傲的西方企业低头的唯一办法就是中华民族的团结，这个团结，足以改变他们的命运，足以让他们后悔终生。抵制H&M，从我做起，从现在做起，不要再有丝毫的犹豫。,,"hm再发声明,hm称中国是非常重要的市场",5,9,45,2021-3-31 16:07,,
我平时买衣服从来不看牌子，只看是不是我喜欢的款式，我一般不会买贵的，几十到几百都有，如果是我很喜欢的款式，则会愿意多花钱去买。我觉得，只有幼稚的人才去看牌子，还买一些又丑又贵的所谓名牌，是人傻钱多心里幼稚。所以什么耐克阿迪达斯HM之流，都可以统统滚出中国，对我一点影响也没有。#抵制洋垃圾#,,抵制洋垃圾,1,2,9,2021-3-31 16:07,,
我以为争议根本不在什么hm质量好不好，以及我对快消有没有误解，误解的人不是我吧。你几年买一件，那就不是快消的概念了，你是用你传统的消费观在买这些产品，那就不是我反对的快消。至于商家有没有问题，我认为商家肯定是有问题的，快消产品难道提倡的是几年买一件？提倡大家不买去换衣服，提倡大家买二手？都不是吧。既然这样，反对它们有什么问题，我就是反对它们，提倡买二手换衣服。,,,0,1,9,2021-3-31 16:06,,
说实话，就算没有新疆棉的事情，我也不会在HM买衣服的。款式不谈，质量也堪忧，买它我图啥？就算偶尔看到喜欢的，转念一想，搞不好过几天它就打折了，等到它打折了我也忘记买了。所有的品牌应该把注意力集中在自己的产品身上，而不是这些乱七八糟的事情。讲难听点，你就一卖东西的，东西都做不好还扯别的干啥呢？,镇江,,0,0,0,2021-3-31 16:05,,
#HM声明#说实话，这种牌子在欧洲都是混的很惨的，因为他们没有人口红利，一般人也买不起，所以一般都濒临倒闭，很多都是来包装一下，来中国装作高端货来骗中国人的钱而已。是时候收拾这些国际大牌子了，既想赚中国人的钱，还想抹黑诋毁中国，我们毫不客气，一律反制，果断回击，支持国产！L娱圈明哥的微博视频,,HM声明,21,31,50,2021-3-31 16:04,,
我感覺抵制HM、NIKE這些和抵制艾回是一樣的。粉絲可能想的是不要連坐藝人，但是就像HM的衣服或者NIKE的鞋一樣，藝人就是艾回的產品。如果發自真正的愛國心或者是從個人的底線出發，非常想要抵制的話，就拒絕購買產品，在艾回這件事上就是脫粉不再投錢。但是同樣也是理性愛國，就比如NIKE你抵制，你不能當街強行脫了別人的鞋子燒掉，人家不答應你就說他賣國賊；就如同不能強行把還在心痛沈迷期的粉絲稱為無腦的二鬼子那樣（當然有些ncf說的話讓人拳頭硬了，那另算）白嫖多好啊，從今天開始我們全都白嫖，不買專不打投，美好世界即將來臨了,,,0,5,12,2021-3-31 16:02,,
#王伟牺牲20周年##HM称中国是非常重要的市场##艾回道歉#剛看完《那年那兔那些事兒》的最後一集沒忍住眼淚心中也感慨萬千無數的先輩獻出了畢生的青春和熱血在這片土地上我們走到今天這一步真的不容易是勤勞的中國人民靠雙手創造的我們努力是為了生活得更好可你竟然無端指責造謠生事潑髒水既然你不尊重我就休想我笑臉相迎因為中國有句古話叫做：來而不往非禮也一直以來我們尊重且歡迎每一位友好的朋友而不是無恥的白眼狼對那些圖謀不軌、心懷鬼胎的我們會團结一致堅決抵制容不得那些不要臉的東西在我們的地盤上撒野種花家的兔子們心中都有一個大國夢我們幸福并感激著~,,"王伟牺牲20周年,HM称中国是非常重要的市场,艾回道歉",0,0,0,2021-3-31 16:00,,
#HM声明##hm称中国是非常重要的市场#【H&M发声明：对中国市场的长期承诺依然坚定，重获中国消费者信任】近日，H&M、优衣库、耐克等品牌均发布声明称抵制新疆棉花，引发了网友们的热议。3月31日，H&M发布了一份声明，在声明中表示：公司对中国市场的长期承诺“依然坚定”，公司希望做“负责任的采购者，不论在中国还是世界其他地方”。L星视频的微博视频,,"HM声明,hm称中国是非常重要的市场",0,6,18,2021-3-31 16:00,,
【#H&M最新财季税前亏损超10亿元#，#HM在华关闭约20家门店#】据彭博31日消息，瑞典服装品牌H&M首席执行官称，据保守估算，2021年将净关店250家，目前在中国关闭约20家门店。此前，据H&M中国官网2月公布的数据，截至2020财年，H&M集团在全球74个市场共开设5018家门店，并于其中52个市场开设网上商店。截至2020年财年年底，H&M在中国内地146个城市共拥有445家门店。据路透社31日报道，H&M当天公布2020年12月至2021年2月财季数据，税前亏损达到13.9亿瑞典克朗（约合人民币10.4亿元），一年前同期的盈利额则为25亿瑞典克朗。分析师此前估计，H&M的亏损数额会达到14.1亿瑞典克朗。H&M表示，将不会在即将到来的年度大会上派发股息，而有可能在今年下半年派发。,,HM在华关闭约20家门店,2,1,3,2021-3-31 16:25,,
#HM再发声明#害不是国人忘性大是每个人网性都大哪个品牌不会因为抵制而倒闭破产破产的品牌也是因为经营的本来就不行hm的衣服我个人来看质量越来越差还是希望国产能扛起大旗这些品牌过失终究会被淡忘我们要让他们看到国人的民族气节商品流通你情我愿犯错的商家就要有应有的态度希望我们都能自强自立起来也希望国货之光能遍布每个行业）hm这种品牌有🐔儿点数什么垃圾都敢骑到👴头上拉屎？买你给你脸别在那死鸭子嘴硬你那破衣服）,,HM再发声明,0,0,0,2021-3-31 16:07,,
#HM称中国是非常重要的市场#hm的声明像不像你分手时挽回对方的措词？哈哈哈哈哈你对我真的很重要，我真的很爱你，我需要你，离开你我不能活。然而你对人家有什么用？？？,,HM称中国是非常重要的市场,0,0,4,2021-3-31 16:27,,
#HM称中国是非常重要的市场#这是干什么iPad雪碧吮指原味鸡,株洲,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:42,,
#HM称中国是非常重要的市场#拿我们当金鱼了？,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:37,,
#HM称中国是非常重要的市场#说叫你滚出去都是客气的。,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:46,,
#HM称中国是非常重要的市场#一个礼拜一个声明没必要各自体面请问啥时候滚,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:29,,
#HM称中国是非常重要的市场#HM不直面自己污蔑的事实，避重就轻，表达的意思不就是想“还想骑在你们头上拉屎，并把你们的钱赚了”。HM在国内已经没有长期市场了，有多远滚多远吧。,,HM称中国是非常重要的市场,0,1,5,2021-3-31 16:26,,
#HM称中国是非常重要的市场#给爷滚@hm,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:07,,
#HM称中国是非常重要的市场#怎么有种在把中国人当傻子的感觉前两天还问是不是zf在背后推动笑死是觉得如果没有zf推动他们说这些话中国人还是会继续购买吗ipad,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:52,上海市,
苹果AAPL苹果地图屏蔽H&M店铺，国内主要地图App也取消HM标记，点击链接查看更多->O网页链接,,,0,0,0,2021-3-31 9:00,,
#HM称中国是非常重要的市场#滚,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,吉林省,长春市
#HM称中国是非常重要的市场#翻译一下HM的最新声明：H&M在中国有很多员工，我们倒了会造成很大影响，我们好好聊一下。中国的市场我们很重视，但其他的地方的市场我也不想抛弃。我对与新疆棉花问题持模糊态度，你猜猜我是什么态度？我们在外必须遵守BCI，采购什么棉花不赖我，我只管设计，请大家继续让我赚RMB吧，谢谢！,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:58,,
#HM称中国是非常重要的市场#真是恶心🤢，永远滚出中国,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#你需要中国消费者，但中国消费者不需要你,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#HM衣服的质量是非常一次性的,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#“中国是非常重要的市场。”我知道啊，要不然你就不会发这个声明了。“我们遵守所有业务所在市场的当地法律和监管框架。”废话啊，你在中国不守法是要被抓的啊，这个是基本底线。“目前正在制定前瞻性的战略，并积极开展下一步的材料采购工作。”前瞻性？眼下的危机你都解决不了，前瞻啥？“我们致力于重新获得中国消费者、同事和商业伙伴的信任和信心。”很简单，简单明了地道歉。道歉要诚恳，要说清楚你们作为一个国际企业，在没有调查查证的情况下听信并散播谣言，是你们先伤害了中国消费者的信任和信心，你们错了，再也不犯，否则愿意接受中国市场的唾弃。Over。,,HM称中国是非常重要的市场,1,6,79,2021-3-31 16:58,,
#HM称中国是非常重要的市场#重要市场你这样对我们，你是觉得我们天生奴隶相对你卑躬屈膝吗，滚吧，道歉都没有还想要钱，有脸吗你,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#滚😡,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#笑死，H&M：我就是想挣中国人的钱。bhys，中国对你来说是重要的市场，但你对中国来说是多余的品牌,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#呵呵😊,,HM称中国是非常重要的市场,1,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#没有道歉。但，如果道歉了就必须原谅吗？,潍坊,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:58,,
#HM称中国是非常重要的市场#滚！！！！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#可是HM对于我们来说是一个可有可无的存在捏🥺你的衣服真的没那么重要😉,,HM称中国是非常重要的市场,0,0,4,2021-3-31 16:58,,
#HM称中国是非常重要的市场#请圆润的走远点👌,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#如果认为做错了，在世界各主要媒体发中英文致歉声明吧。,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
【#H&M最新财季税前亏损超10亿元#，#HM在华关闭约20家门店#】据彭博31日消息，瑞典服装品牌H&M首席执行官称，据保守估算，2021年将净关店250家，目前在中国关闭约20家门店。此前，据H&M中国官网2月公布的数据，截至2020财年，H&M集团在全球74个市场共开设5018家门店，并于其中52个市场开设网上商店。截至2020年财年年底，H&M在中国内地146个城市共拥有445家门店。据路透社31日报道，H&M当天公布2020年12月至2021年2月财季数据，税前亏损达到13.9亿瑞典克朗（约合人民币10.4亿元），一年前同期的盈利额则为25亿瑞典克朗。分析师此前估计，H&M的亏损数额会达到14.1亿瑞典克朗。H&M表示，将不会在即将到来的年度大会上派发股息，而有可能在今年下半年派发。,,HM在华关闭约20家门店,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#就在今天，H&M再次发声明，具体内容如图1-2...熊猫简单划一下它声明的重点：1.“我们正与中国的同事一起，尽一切努力应对当前的挑战，寻找前进的方向”...意思就是它们对于新疆棉花和我们的污蔑不是错误，但我们的抵制对它们在中国继续恰饭形成挑战，它们正和在国内势力研究怎么可以继续吃饭砸锅...2.“中国对我们来说是一个非常重要的市场，我们对中国的长期承诺依然坚定”...道歉是不会的，这辈子也不会的，但我们对于继续在中国恰饭捞钱是执着的...3.“在中国发展了三十多年，我们见证了中国纺织业的显著进步”...啧啧啧，这段基本是替BCI以及它们洗地不断，甚至在抢功我们纺织业的发展了，意思是西风“照顾”和“监督”下我们才成长的4.“...我们希望在中国和其他地方成为一个负责任的采购者...作为一家全球性的公司，我们遵守所有业务所在市场的当地法律和监管框架...”...这段意思很直白了，坚决不道歉，而且它们污蔑，参与围剿新疆棉花因为它们是负责的采购者。后者的意思是它们对新疆棉花的抵制不违法云云...熊猫就想问了，你们这么懂法哦，法务没很你们谈污蔑当地国家，造谣“强制劳动”等是要担责的吗？5.“...我们希望专注于我们的核心业务和我们最擅长的领域——将时尚和设计带给世界各地的客户...我们致力于重新获得中国消费者、同事和商业伙伴的信任和信心...”...意思就是虽然我们挑衅污蔑你们了，但你们怎么能反击呢？请你们不要妨碍我们继续恰饭，而且请你们继续让我们吃饭砸锅...总结一下，通篇没有诚意，没有相对明确的措施，就是洗地，继续暗戳戳扣帽子，动不动就牵扯供应商继续暗戳戳搞威胁。核心就是它污蔑我们可以，我们抵制它不行，要继续在我们这儿赖着捞钱。也对，去年不是靠中国地区，丫根本就是巨亏的预期。今年欧霉继续深陷疫情的当下，自然丫是肯定赖上我们了...对于HM，熊猫就送它们一个字...“滚”！,,HM称中国是非常重要的市场,15,13,72,2021-3-31 16:58,,
#HM称中国是非常重要的市场#翻译一下，HM：中国人傻钱多，我还要继续赚中国人的钱。至于道歉是不可能道歉的,,HM称中国是非常重要的市场,0,3,4,2021-3-31 16:58,广东省,广州市
#HM称中国是非常重要的市场#有多远滚多远,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#闭嘴吧，滚蛋！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#我打开微博一看，这HM中国的声明里，歪歪斜斜的声明上都写着‘尊敬的顾客’的字眼。我努力降低了自己的智力到他一个水平线，才从字缝里看出来，满本都写着一行字：‘这市场我不要了”,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:59,,
#HM称中国是非常重要的市场#中国有那么多品牌和商品，真不缺你一个🙃,,HM称中国是非常重要的市场,0,0,3,2021-3-31 16:59,,
#HM称中国是非常重要的市场#整个声明都是废话，就这样的态度，说明已经放弃了吧。,,HM称中国是非常重要的市场,0,0,12,2021-3-31 16:59,,
像HM这样的外国企业趁早从我们中国滚出去！我们不欢迎O网页链接,,,0,0,1,2021-3-31 16:59,安徽省,合肥市
#HM称中国是非常重要的市场#已阅，中国称HM是非常恶心的品牌，滚！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:59,,
#HM称中国是非常重要的市场#衣服做的不怎么样，话说起来倒是一套一套的,,HM称中国是非常重要的市场,0,0,13,2021-3-31 16:59,,
#HM称中国是非常重要的市场#滚！！！！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:59,,
本想等着学习HM百万国际危机公关范本，结果一大篇公关文就写了个“对中国市场的承诺依旧坚定”。哈？就这？这不就是“还想赚钱，我不想走。”而且到底谁在乎你们的承诺了啊喂，公关文不要写得像个戏多的渣男以为自己好情深意重了OK？！,,,0,2,0,2021-3-31 16:59,,
#HM称中国是非常重要的市场#爪巴,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:59,,
#HM称中国是非常重要的市场#我想挣钱，你们不允许管我，是不是这个意思,,HM称中国是非常重要的市场,0,0,3,2021-3-31 16:59,湖南省,株洲市
#HM称中国是非常重要的市场#这是用脚踩出来的二流声明吧！,,HM称中国是非常重要的市场,0,0,2,2021-3-31 16:59,,
#HM称中国是非常重要的市场#呵呵那都是看在人民币的份上吧就你这货的质量姐还真看不上哪来的滚哪去,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:59,,
#HM称中国是非常重要的市场#然后呢？滚吧,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:59,,
#HM称中国是非常重要的市场#我一定会像HM尊重中国新疆棉花一样尊重HM。,,HM称中国是非常重要的市场,0,1,14,2021-3-31 16:59,,
#HM称中国是非常重要的市场#好像有那个大病,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:59,,
#HM称中国是非常重要的市场#前面你不是说你和我们350家企业有合作吗？,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:59,,
#HM称中国是非常重要的市场#,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:59,,
#HM称中国是非常重要的市场#滚出中国,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:59,,
#HM称中国是非常重要的市场#你失去的是中国市场，我们失去的只是一个垃圾牌子罢了，请悄无声息逝世别蹦哒了。,,HM称中国是非常重要的市场,0,0,28,2021-3-31 16:59,,
#HM称中国是非常重要的市场#滚,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#翻译一下HM的最新声明：H&M在中国有很多员工，我们倒了会造成很大影响，我们好好聊一下。中国的市场我们很重视，但其他的地方的市场我也不想抛弃。我对与新疆棉花问题持模糊态度，你猜猜我是什么态度？我们在外必须遵守BCI，采购什么棉花不赖我，我只管设计，请大家继续让我赚RMB吧，谢谢！,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:58,,
#HM称中国是非常重要的市场#真是恶心🤢，永远滚出中国,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#你需要中国消费者，但中国消费者不需要你,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#HM衣服的质量是非常一次性的,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#“中国是非常重要的市场。”我知道啊，要不然你就不会发这个声明了。“我们遵守所有业务所在市场的当地法律和监管框架。”废话啊，你在中国不守法是要被抓的啊，这个是基本底线。“目前正在制定前瞻性的战略，并积极开展下一步的材料采购工作。”前瞻性？眼下的危机你都解决不了，前瞻啥？“我们致力于重新获得中国消费者、同事和商业伙伴的信任和信心。”很简单，简单明了地道歉。道歉要诚恳，要说清楚你们作为一个国际企业，在没有调查查证的情况下听信并散播谣言，是你们先伤害了中国消费者的信任和信心，你们错了，再也不犯，否则愿意接受中国市场的唾弃。Over。,,HM称中国是非常重要的市场,1,6,79,2021-3-31 16:58,,
#HM称中国是非常重要的市场#重要市场你这样对我们，你是觉得我们天生奴隶相对你卑躬屈膝吗，滚吧，道歉都没有还想要钱，有脸吗你,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#滚😡,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#笑死，H&M：我就是想挣中国人的钱。bhys，中国对你来说是重要的市场，但你对中国来说是多余的品牌,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#呵呵😊,,HM称中国是非常重要的市场,1,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#没有道歉。但，如果道歉了就必须原谅吗？,潍坊,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:58,,
#HM称中国是非常重要的市场#滚！！！！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#可是HM对于我们来说是一个可有可无的存在捏🥺你的衣服真的没那么重要😉,,HM称中国是非常重要的市场,0,0,4,2021-3-31 16:58,,
#HM称中国是非常重要的市场#请圆润的走远点👌,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#如果认为做错了，在世界各主要媒体发中英文致歉声明吧。,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
【#H&M最新财季税前亏损超10亿元#，#HM在华关闭约20家门店#】据彭博31日消息，瑞典服装品牌H&M首席执行官称，据保守估算，2021年将净关店250家，目前在中国关闭约20家门店。此前，据H&M中国官网2月公布的数据，截至2020财年，H&M集团在全球74个市场共开设5018家门店，并于其中52个市场开设网上商店。截至2020年财年年底，H&M在中国内地146个城市共拥有445家门店。据路透社31日报道，H&M当天公布2020年12月至2021年2月财季数据，税前亏损达到13.9亿瑞典克朗（约合人民币10.4亿元），一年前同期的盈利额则为25亿瑞典克朗。分析师此前估计，H&M的亏损数额会达到14.1亿瑞典克朗。H&M表示，将不会在即将到来的年度大会上派发股息，而有可能在今年下半年派发。,,HM在华关闭约20家门店,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#就在今天，H&M再次发声明，具体内容如图1-2...熊猫简单划一下它声明的重点：1.“我们正与中国的同事一起，尽一切努力应对当前的挑战，寻找前进的方向”...意思就是它们对于新疆棉花和我们的污蔑不是错误，但我们的抵制对它们在中国继续恰饭形成挑战，它们正和在国内势力研究怎么可以继续吃饭砸锅...2.“中国对我们来说是一个非常重要的市场，我们对中国的长期承诺依然坚定”...道歉是不会的，这辈子也不会的，但我们对于继续在中国恰饭捞钱是执着的...3.“在中国发展了三十多年，我们见证了中国纺织业的显著进步”...啧啧啧，这段基本是替BCI以及它们洗地不断，甚至在抢功我们纺织业的发展了，意思是西风“照顾”和“监督”下我们才成长的4.“...我们希望在中国和其他地方成为一个负责任的采购者...作为一家全球性的公司，我们遵守所有业务所在市场的当地法律和监管框架...”...这段意思很直白了，坚决不道歉，而且它们污蔑，参与围剿新疆棉花因为它们是负责的采购者。后者的意思是它们对新疆棉花的抵制不违法云云...熊猫就想问了，你们这么懂法哦，法务没很你们谈污蔑当地国家，造谣“强制劳动”等是要担责的吗？5.“...我们希望专注于我们的核心业务和我们最擅长的领域——将时尚和设计带给世界各地的客户...我们致力于重新获得中国消费者、同事和商业伙伴的信任和信心...”...意思就是虽然我们挑衅污蔑你们了，但你们怎么能反击呢？请你们不要妨碍我们继续恰饭，而且请你们继续让我们吃饭砸锅...总结一下，通篇没有诚意，没有相对明确的措施，就是洗地，继续暗戳戳扣帽子，动不动就牵扯供应商继续暗戳戳搞威胁。核心就是它污蔑我们可以，我们抵制它不行，要继续在我们这儿赖着捞钱。也对，去年不是靠中国地区，丫根本就是巨亏的预期。今年欧霉继续深陷疫情的当下，自然丫是肯定赖上我们了...对于HM，熊猫就送它们一个字...“滚”！,,HM称中国是非常重要的市场,15,13,72,2021-3-31 16:58,,
#HM称中国是非常重要的市场#翻译一下，HM：中国人傻钱多，我还要继续赚中国人的钱。至于道歉是不可能道歉的,,HM称中国是非常重要的市场,0,3,4,2021-3-31 16:58,,
#HM称中国是非常重要的市场#有多远滚多远,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#闭嘴吧，滚蛋！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
HM本来就不太行的，新疆棉事件只是加速了它的死亡罢了,,,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#说了好多废话,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
我提出了问题“滚！OK”。O滚！OK@HM中国,,,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#挣钱还是最重要的市场，其他呢？其他的呢？不要避重就轻🙉🙉🙃🙃,兰州,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#这屁放的。。。真难听,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#绝了，几百字的声明，全文空话，每一句有内容的,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#滚远,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#hm真是又坏又蠢啊真是有那什么大病,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,湖南省,常德市
#HM称中国是非常重要的市场#意思就是没想到这次中国这么坚定，这些天损失巨大，还想继续在中国赚钱。还没道歉。够恶心人的，快滚吧。,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#我说不买就是真的不会买,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM称中国是非常重要的市场#重视就该发个中文的。,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:58,,
#HM声明#我不道歉但我想赚钱，还想给我们新疆棉泼脏水？L桃桃淘娱乐的微博视频,,HM声明,1298,975,6208,2021-3-31 16:57,,
#HM称中国是非常重要的市场#吃相真丑，有被恶心到。谢谢！,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:57,,
#HM在华关闭约20家门店#有人还记得乐天玛特超市吗现在国内好像一家都没了希望hm能赴其后尘,,HM在华关闭约20家门店,0,0,6,2021-3-31 16:57,,
#HM称中国是非常重要的市场#就算道歉100000000000遍，对不起，尼玛还是得滚！！！！,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:57,,
#HM称中国是非常重要的市场#滚蛋,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:57,,
#HM称中国是非常重要的市场#脑血栓没十年是写不出这样的声明的。少一年都不行。这篇声明的核心就是，HM目前正面临低估了中国消费者的团结，而产生了对自己业绩影响的挑战，正在试图通过其他方式让大家快点忘记这件事，然后接着继续赚中国人的钱。道歉什么的，不存在的。当抹布用都不吸水的东西哪来的自信？？？,,HM称中国是非常重要的市场,6,12,90,2021-3-31 16:57,,
#HM称中国是非常重要的市场#自己打自己的脸吗,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:57,,
#HM称中国是非常重要的市场#没道歉也没退出就厚脸皮想着赚钱有多远滚多远就完了做抹布都嫌你剌手,,HM称中国是非常重要的市场,0,0,10,2021-3-31 16:57,,
#HM称中国是非常重要的市场#3月31日，3月份最后一天，下午3点多HM又发表声明，依旧不痛不痒，我只想说：滚！,,HM称中国是非常重要的市场,0,0,2,2021-3-31 16:57,,
#HM称中国是非常重要的市场#嗯嗯嗯嗯，意思就是觉得中国人人傻钱多？随便发个声明澄清一下就可以了？,,HM称中国是非常重要的市场,0,0,3,2021-3-31 16:57,,
#HM称中国是非常重要的市场#“尊重中国的消费者，同事，事业伙伴”但你尊重中国了吗？你想尊重中国的钱，那么请你先学会尊重中国、先学会道歉。,乌鲁木齐·CCMALL时代广场,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:57,,
【#H&M最新财季税前亏损超10亿元#，#HM在华关闭约20家门店#】据彭博31日消息，瑞典服装品牌H&M首席执行官称，据保守估算，2021年将净关店250家，目前在中国关闭约20家门店。此前，据H&M中国官网2月公布的数据，截至2020财年，H&M集团在全球74个市场共开设5018家门店，并于其中52个市场开设网上商店。截至2020年财年年底，H&M在中国内地146个城市共拥有445家门店。据路透社31日报道，H&M当天公布2020年12月至2021年2月财季数据，税前亏损达到13.9亿瑞典克朗（约合人民币10.4亿元），一年前同期的盈利额则为25亿瑞典克朗。分析师此前估计，H&M的亏损数额会达到14.1亿瑞典克朗。H&M表示，将不会在即将到来的年度大会上派发股息，而有可能在今年下半年派发。,,HM在华关闭约20家门店,0,2,2,2021-3-31 16:57,,
#HM称中国是非常重要的市场#笑死了，这茶味都已经把你们公司从上到下浸透了吧，呕不呕啊？🐶东西赶紧滚出中国市场吧，等你亡了我再在你公司遗址前面把我买的HM烧给你，毕竟这东西当抹布都讨人嫌,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:57,,
#HM称中国是非常重要的市场##HM称中国是非常重要的市场#反正就是坚持不道歉呗……一堆p话啥也不是,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:57,,
#HM称中国是非常重要的市场#车骑树上了你知道拐了，大鼻涕流嘴里了你知道甩了俺们中国不缺烂抹布吧,,HM称中国是非常重要的市场,0,0,1,2021-3-31 16:57,,
#HM称中国是非常重要的市场#是很大的市场，但跟你没什么关系🤗🤗🤗,,HM称中国是非常重要的市场,0,0,0,2021-3-31 16:57,,
